datetime,time,consumption
2025-07-03 12:50:00,12:50,34.468860760000005
2025-07-03 13:00:00,13:00,34.341265820000004
2025-07-03 13:10:00,13:10,33.96455696
2025-07-03 13:20:00,13:20,33.502784809999994
2025-07-03 13:30:00,13:30,33.30227848
2025-07-03 13:40:00,13:40,33.356962030000005
2025-07-03 13:50:00,13:50,33.271898730000004
2025-07-03 14:00:00,14:00,32.6278481
2025-07-03 14:10:00,14:10,32.69468354
2025-07-03 14:20:00,14:20,32.366582279999996
2025-07-03 14:30:00,14:30,32.26936709
2025-07-03 14:40:00,14:40,32.29367089
2025-07-03 14:50:00,14:50,32.20860759
2025-07-03 15:00:00,15:00,32.25113924
2025-07-03 15:10:00,15:10,32.56708861
2025-07-03 15:20:00,15:20,32.366582279999996
2025-07-03 15:30:00,15:30,32.33620253
2025-07-03 15:40:00,15:40,32.25721519
2025-07-03 15:50:00,15:50,31.983797470000003
2025-07-03 16:00:00,16:00,31.77721519
2025-07-03 16:10:00,16:10,31.874430380000003
2025-07-03 16:20:00,16:20,31.740759490000002
2025-07-03 16:30:00,16:30,32.1964557
2025-07-03 16:40:00,16:40,32.26329114
2025-07-03 16:50:00,16:50,32.68860759
2025-07-03 17:00:00,17:00,33.241518989999996
2025-07-03 17:10:00,17:10,34.66936709
2025-07-03 17:20:00,17:20,36.200506329999996
2025-07-03 17:30:00,17:30,39.06227848
2025-07-03 17:40:00,17:40,41.48658228
2025-07-03 17:50:00,17:50,42.312911390000004
2025-07-03 18:00:00,18:00,42.495189870000004
2025-07-03 18:10:00,18:10,42.75037975
2025-07-03 18:20:00,18:20,42.87189873
2025-07-03 18:30:00,18:30,42.99341772
2025-07-03 18:40:00,18:40,42.82329114
2025-07-03 18:50:00,18:50,42.677468350000005
2025-07-03 19:00:00,19:00,42.434430379999995
2025-07-03 19:10:00,19:10,42.67139241
2025-07-03 19:20:00,19:20,42.72
2025-07-03 19:30:00,19:30,42.68962025
2025-07-03 19:40:00,19:40,42.47696203
2025-07-03 19:50:00,19:50,42.28860759
2025-07-03 20:00:00,20:00,41.960506329999994
2025-07-03 20:10:00,20:10,42.41620253
2025-07-03 20:20:00,20:20,42.51949367
2025-07-03 20:30:00,20:30,42.31898734
2025-07-03 20:40:00,20:40,42.22177215
2025-07-03 20:50:00,20:50,42.033417719999996
2025-07-03 21:00:00,21:00,41.57164557
2025-07-03 21:10:00,21:10,40.97012658
2025-07-03 21:20:00,21:20,40.490126579999995
2025-07-03 21:30:00,21:30,39.87037975
2025-07-03 21:40:00,21:40,39.3478481
2025-07-03 21:50:00,21:50,38.9164557
2025-07-03 22:00:00,22:00,37.962531649999995
2025-07-03 22:10:00,22:10,37.30025316
2025-07-03 22:20:00,22:20,36.56506329
2025-07-03 22:30:00,22:30,35.750886079999994
2025-07-03 22:40:00,22:40,34.5356962
2025-07-03 22:50:00,22:50,33.65468354
2025-07-03 23:00:00,23:00,32.45772152
2025-07-03 23:10:00,23:10,31.68607595
2025-07-03 23:20:00,23:20,30.84759494
2025-07-03 23:30:00,23:30,30.06379747
2025-07-03 23:40:00,23:40,29.29822785
2025-07-03 23:50:00,23:50,28.55088608
2025-07-04 00:00:00,00:00,27.65772152
2025-07-04 00:10:00,00:10,27.15341772
2025-07-04 00:20:00,00:20,26.44253165
2025-07-04 00:30:00,00:30,26.053670890000003
2025-07-04 00:40:00,00:40,25.52506329
2025-07-04 00:50:00,00:50,24.79594937
2025-07-04 01:00:00,01:00,23.975696199999998
2025-07-04 01:10:00,01:10,23.56253165
2025-07-04 01:20:00,01:20,23.17974684
2025-07-04 01:30:00,01:30,23.0764557
2025-07-04 01:40:00,01:40,22.91848101
2025-07-04 01:50:00,01:50,22.77265823
2025-07-04 02:00:00,02:00,22.45063291
2025-07-04 02:10:00,02:10,22.23797468
2025-07-04 02:20:00,02:20,22.086075949999998
2025-07-04 02:30:00,02:30,21.75189873
2025-07-04 02:40:00,02:40,21.77012658
2025-07-04 02:50:00,02:50,21.745822779999997
2025-07-04 03:00:00,03:00,21.56962025
2025-07-04 03:10:00,03:10,21.393417720000002
2025-07-04 03:20:00,03:20,21.22936709
2025-07-04 03:30:00,03:30,21.11392405
2025-07-04 03:40:00,03:40,21.36303797
2025-07-04 03:50:00,03:50,21.308354429999998
2025-07-04 04:00:00,04:00,21.12
2025-07-04 04:10:00,04:10,21.053164560000003
2025-07-04 04:20:00,04:20,20.37873418
2025-07-04 04:30:00,04:30,19.47949367
2025-07-04 04:40:00,04:40,19.746835439999998
2025-07-04 04:50:00,04:50,19.66177215
2025-07-04 05:00:00,05:00,19.746835439999998
2025-07-04 05:10:00,05:10,20.08708861
2025-07-04 05:20:00,05:20,21.53316456
2025-07-04 05:30:00,05:30,21.81873418
2025-07-04 05:40:00,05:40,22.04962025
2025-07-04 05:50:00,05:50,22.86987342
2025-07-04 06:00:00,06:00,23.696202529999997
2025-07-04 06:10:00,06:10,23.878481009999998
2025-07-04 06:20:00,06:20,24.30987342
2025-07-04 06:30:00,06:30,24.34632911
2025-07-04 06:40:00,06:40,24.716962029999998
2025-07-04 06:50:00,06:50,24.716962029999998
2025-07-04 07:00:00,07:00,24.9721519
2025-07-04 07:10:00,07:10,24.91139241
2025-07-04 07:20:00,07:20,24.443544300000003
2025-07-04 07:30:00,07:30,24.03037975
2025-07-04 07:40:00,07:40,23.763037970000003
2025-07-04 07:50:00,07:50,23.605063289999997
2025-07-04 08:00:00,08:00,24.06683544
2025-07-04 08:10:00,08:10,24.63797468
2025-07-04 08:20:00,08:20,24.99037975
2025-07-04 08:30:00,08:30,25.482531650000002
2025-07-04 08:40:00,08:40,26.04151899
2025-07-04 08:50:00,08:50,26.47291139
2025-07-04 09:00:00,09:00,26.84962025
2025-07-04 09:10:00,09:10,27.70632911
2025-07-04 09:20:00,09:20,28.44151899
2025-07-04 09:30:00,09:30,28.89113924
2025-07-04 09:40:00,09:40,29.122025320000002
2025-07-04 09:50:00,09:50,28.59949367
2025-07-04 10:00:00,10:00,29.122025320000002
2025-07-04 10:10:00,10:10,29.13417722
2025-07-04 10:20:00,10:20,29.89974684
2025-07-04 10:30:00,10:30,30.50734177
2025-07-04 10:40:00,10:40,30.93265823
2025-07-04 10:50:00,10:50,31.266835439999998
2025-07-04 11:00:00,11:00,31.48556962
2025-07-04 11:10:00,11:10,31.77721519
2025-07-04 11:20:00,11:20,32.11139241
2025-07-04 11:30:00,11:30,32.615696199999995
2025-07-04 11:40:00,11:40,34.44455696
2025-07-04 11:50:00,11:50,34.438481010000004
2025-07-04 12:00:00,12:00,33.87341772
2025-07-04 12:10:00,12:10,33.98886076
2025-07-04 12:20:00,12:20,34.15898734
2025-07-04 12:30:00,12:30,34.44455696
2025-07-04 12:40:00,12:40,34.25620253
2025-07-04 12:50:00,12:50,34.116455699999996
2025-07-04 13:00:00,13:00,33.855189870000004
2025-07-04 13:10:00,13:10,33.703291140000005
2025-07-04 13:20:00,13:20,33.59392405
2025-07-04 13:30:00,13:30,33.18075949
2025-07-04 13:40:00,13:40,32.87088608
2025-07-04 13:50:00,13:50,32.810126579999995
2025-07-04 14:00:00,14:00,32.6764557
2025-07-04 14:10:00,14:10,32.43341772
2025-07-04 14:20:00,14:20,32.34227848
2025-07-04 14:30:00,14:30,32.506329109999996
2025-07-04 14:40:00,14:40,32.70683544
2025-07-04 14:50:00,14:50,32.48810127
2025-07-04 15:00:00,15:00,32.475949369999995
2025-07-04 15:10:00,15:10,32.59139241
2025-07-04 15:20:00,15:20,32.33620253
2025-07-04 15:30:00,15:30,32.22075949
2025-07-04 15:40:00,15:40,32.29367089
2025-07-04 15:50:00,15:50,31.983797470000003
2025-07-04 16:00:00,16:00,31.55240506
2025-07-04 16:10:00,16:10,31.40658228
2025-07-04 16:20:00,16:20,31.61316456
2025-07-04 16:30:00,16:30,31.692151900000002
2025-07-04 16:40:00,16:40,31.75291139
2025-07-04 16:50:00,16:50,31.67392405
2025-07-04 17:00:00,17:00,32.16607595
2025-07-04 17:10:00,17:10,33.27797468
2025-07-04 17:20:00,17:20,35.51392405
2025-07-04 17:30:00,17:30,38.33924051
2025-07-04 17:40:00,17:40,41.182784809999994
2025-07-04 17:50:00,17:50,42.17924051000001
2025-07-04 18:00:00,18:00,42.93873418
2025-07-04 18:10:00,18:10,43.30936709
2025-07-04 18:20:00,18:20,43.48556962
2025-07-04 18:30:00,18:30,43.13316456
2025-07-04 18:40:00,18:40,43.24253165
2025-07-04 18:50:00,18:50,43.187848100000004
2025-07-04 19:00:00,19:00,43.1635443
2025-07-04 19:10:00,19:10,43.145316460000004
2025-07-04 19:20:00,19:20,43.38835443
2025-07-04 19:30:00,19:30,42.59240506
2025-07-04 19:40:00,19:40,42.203544300000004
2025-07-04 19:50:00,19:50,42.39797468
2025-07-04 20:00:00,20:00,42.19746835
2025-07-04 20:10:00,20:10,42.50126582
2025-07-04 20:20:00,20:20,42.77468354
2025-07-04 20:30:00,20:30,42.65316456
2025-07-04 20:40:00,20:40,42.33721519
2025-07-04 20:50:00,20:50,41.83291139
2025-07-04 21:00:00,21:00,41.45620253
2025-07-04 21:10:00,21:10,41.05518987
2025-07-04 21:20:00,21:20,40.72101266
2025-07-04 21:30:00,21:30,40.21063291
2025-07-04 21:40:00,21:40,39.293164559999994
2025-07-04 21:50:00,21:50,38.62481013
2025-07-04 22:00:00,22:00,38.357468350000005
2025-07-04 22:10:00,22:10,37.531139239999995
2025-07-04 22:20:00,22:20,37.02683544
2025-07-04 22:30:00,22:30,36.18835443
2025-07-04 22:40:00,22:40,35.064303800000005
2025-07-04 22:50:00,22:50,34.323037969999994
2025-07-04 23:00:00,23:00,33.30227848
2025-07-04 23:10:00,23:10,32.34227848
2025-07-04 23:20:00,23:20,31.33974684
2025-07-04 23:30:00,23:30,30.34329114
2025-07-04 23:40:00,23:40,29.59594937
2025-07-04 23:50:00,23:50,28.70886076
2025-07-05 00:00:00,00:00,27.663797470000002
2025-07-05 00:10:00,00:10,26.715949369999997
2025-07-05 00:20:00,00:20,26.20556962
2025-07-05 00:30:00,00:30,25.622278480000002
2025-07-05 00:40:00,00:40,25.13012658
2025-07-05 00:50:00,00:50,24.54075949
2025-07-05 01:00:00,01:00,24.121518990000002
2025-07-05 01:10:00,01:10,23.81164557
2025-07-05 01:20:00,01:20,23.39848101
2025-07-05 01:30:00,01:30,23.02177215
2025-07-05 01:40:00,01:40,21.745822779999997
2025-07-05 01:50:00,01:50,21.253670890000002
2025-07-05 02:00:00,02:00,20.93772152
2025-07-05 02:10:00,02:10,21.43594937
2025-07-05 02:20:00,02:20,21.99493671
2025-07-05 02:30:00,02:30,21.75797468
2025-07-05 02:40:00,02:40,21.50278481
2025-07-05 02:50:00,02:50,21.393417720000002
